name,year,price,dist,lat,lng
万柳书院,2015,179730,海淀,39.979047270405914,116.29949984829848
紫玉山庄,2007,165428,朝阳,40.01854022542414,116.41860878095243
水清木华园,2000,126675,海淀,39.99618650479748,116.33390521882228
富成花园,1998,150003,朝阳,39.99743687428151,116.44634126865648
碧水庄园,1994,99133,昌平,40.12173754267575,116.28561204511422
碧桐园,2008,61746,海淀,39.93605353216656,116.23059828856381
龙湖颐和原著,2010,131987,海淀,40.00369410965997,116.29409016268684
新城国际,2004,128475,朝阳,39.9239100117639,116.46225016940762
远洋风景,2004,134076,海淀,39.952254512659394,116.36681014965278
北京玫瑰园,1995,83989,昌平,39.916941847084814,116.37945119461975
阳光上东,2006,99013,朝阳,39.971701367086325,116.4884370326512
国锐金嵿,2020,64976,大兴,39.796677571072685,116.51449022803489
保利西山林语,2010,74519,海淀,40.044811468348676,116.2217337199608
远洋天地,2002,81018,朝阳,39.91932512712221,116.4988620477556
棕榈泉国际公寓,2003,118910,朝阳,39.938331030318466,116.48692401668075
紫金长安,2008,148440,海淀,39.92233720674776,116.2865024455357
万泉新新家园,2000,170926,海淀,39.97771203753077,116.30557499863191
格拉斯小镇,2019,78741,通州,40.00811130012989,116.65335460563374
中冶德贤公馆,2017,66276,大兴,39.82629884888041,116.43574907889668
流星花园三区,2000,69181,昌平,40.09708678440699,116.34634890606871
西钓鱼台嘉园,2005,120722,海淀,39.92642210818399,116.30491698984585
星河湾朗园,2007,104194,朝阳,39.93477485227087,116.52969818099662
北京北,2008,79558,昌平,40.062538521828685,116.41389851601086
建邦枫景,2011,65155,丰台,39.87376555254016,116.26347600073734
中海紫御公馆,2010,133618,东城,39.87631999358053,116.39859013249313
红玺台,2011,167833,朝阳,39.98544641664814,116.44573356497898
观唐,2000,108214,朝阳,40.434025132468406,116.83725544014477
霞公府,2010,159482,东城,39.916202926136954,116.41451259765748
金色漫香苑,2013,47293,昌平,40.13587755581321,116.43049488996881
丽宫别墅,2007,104072,顺义,40.05811100808963,116.56672184259035
万柳书院,2015,179730,海淀,39.979047270405914,116.29949984829848
紫玉山庄,2007,165428,朝阳,40.01854022542414,116.41860878095243
水清木华园,2000,126675,海淀,39.99618650479748,116.33390521882228
富成花园,1998,150003,朝阳,39.99743687428151,116.44634126865648
碧水庄园,1994,99133,昌平,40.12173754267575,116.28561204511422
碧桐园,2008,61746,海淀,39.93605353216656,116.23059828856381
龙湖颐和原著,2010,131987,海淀,40.00369410965997,116.29409016268684
新城国际,2004,128475,朝阳,39.9239100117639,116.46225016940762
远洋风景,2004,134076,海淀,39.952254512659394,116.36681014965278
北京玫瑰园,1995,83989,昌平,39.916941847084814,116.37945119461975
阳光上东,2006,99013,朝阳,39.971701367086325,116.4884370326512
国锐金嵿,2020,64976,大兴,39.796677571072685,116.51449022803489
保利西山林语,2010,74519,海淀,40.044811468348676,116.2217337199608
远洋天地,2002,81018,朝阳,39.91932512712221,116.4988620477556
棕榈泉国际公寓,2003,118910,朝阳,39.938331030318466,116.48692401668075
紫金长安,2008,148440,海淀,39.92233720674776,116.2865024455357
万泉新新家园,2000,170926,海淀,39.97771203753077,116.30557499863191
格拉斯小镇,2019,78741,通州,40.00811130012989,116.65335460563374
中冶德贤公馆,2017,66276,大兴,39.82629884888041,116.43574907889668
流星花园三区,2000,69181,昌平,40.09708678440699,116.34634890606871
西钓鱼台嘉园,2005,120722,海淀,39.92642210818399,116.30491698984585
星河湾朗园,2007,104194,朝阳,39.93477485227087,116.52969818099662
北京北,2008,79558,昌平,40.062538521828685,116.41389851601086
建邦枫景,2011,65155,丰台,39.87376555254016,116.26347600073734
中海紫御公馆,2010,133618,东城,39.87631999358053,116.39859013249313
红玺台,2011,167833,朝阳,39.98544641664814,116.44573356497898
观唐,2000,108214,朝阳,40.434025132468406,116.83725544014477
霞公府,2010,159482,东城,39.916202926136954,116.41451259765748
金色漫香苑,2013,47293,昌平,40.13587755581321,116.43049488996881
丽宫别墅,2007,104072,顺义,40.05811100808963,116.56672184259035
朱雀门小区,2008,164824,西城,39.88327128374965,116.39554128359225
弘善家园,2009,55352,朝阳,39.87545908740894,116.45803496063262
望京西园三区,2003,74986,朝阳,40.00566806430206,116.48086503584649
星河湾畅园,2006,101575,朝阳,39.93286569211888,116.5290854064474
西山美墅馆,2004,114775,海淀,39.96099507432439,116.23845127533203
王府花园,2002,58325,昌平,40.11341204783705,116.40877700680682
御汤山熙园,2016,54309,昌平,40.18827763903629,116.38988851650961
三嘉信苑,2015,52181,海淀,40.133325024638175,116.2118720322417
珠江绿洲家园,2007,53238,朝阳,39.913965431139495,116.56775076172148
香山清琴,2008,161580,海淀,39.98581100957385,116.22127549432015
东山墅,2005,130127,朝阳,39.95742010431022,116.50018004159983
珠江壹千栋,2012,57440,昌平,40.12451829511501,116.39646025012897
新龙城,2006,64135,昌平,40.07476902126643,116.33070662239291
丽泽雅园,2001,81283,丰台,39.8767995159479,116.3294133319502
新怡家园,2006,148486,东城,39.90456742430337,116.42158378914037
纽约豪园,2005,70262,朝阳,39.92136351435942,116.47735104435257
丽都壹号,2011,93565,朝阳,39.98502764373342,116.51295933578479
逸成东苑,2006,110388,海淀,40.019416378727634,116.35644630915361
保利中央公园,2012,149222,朝阳,40.003279041986204,116.49597902605187
中海凯旋,2004,179757,西城,39.91896418876548,116.37098727027417
今日家园,2002,91155,海淀,39.90809758000684,116.2890079094336
南新园小区,1997,61705,朝阳,39.87549210354837,116.48147498528778
圣世一品,2010,99310,朝阳,39.93133598982528,116.46548712348228
紫御华府,2013,104650,朝阳,40.04723934521485,116.41618928489186
人济山庄,2003,117713,海淀,40.34511155949335,116.57166629577839
首创禧瑞都,2013,163139,朝阳,39.92452469548403,116.47191036720083
龙湾别墅,2004,75320,顺义,40.089332591454856,116.51280222215108
远洋万和公馆,2013,131658,朝阳,40.00873081672633,116.49188975970935
褐石园,2005,163803,海淀,40.02090840337195,116.32798233127279
金星园,2005,117350,朝阳,39.9737958247671,116.46358316495389
翡翠公园,2022,74423,昌平,39.77354406377935,116.3268299849646
财富公馆,2012,57592,朝阳,39.91083544320716,116.51696910208967
世茂奥临花园,2007,90820,朝阳,40.04057149869731,116.40962643051942
华业东方玫瑰,2012,52135,通州,39.885909106734324,116.6915560355816
山水文园东园,2005,97584,朝阳,39.87200739352156,116.48957231115472
万象新天家园,2003,66632,朝阳,39.935548010434886,116.59934551396567
山水文园西园,2008,98359,朝阳,39.87264255101285,116.47234299113444
温哥华森林,2018,53123,昌平,40.13953666570633,116.42026840038211
恋日国际,2002,64994,朝阳,39.91112662221902,116.47149121784987
尚峰尚水,2015,76615,海淀,40.0514467222591,116.19167183623883
丰汇园小区,1999,177266,西城,39.92151617132381,116.37407636326189
北京洋房,2007,43774,昌平,40.12034274195488,116.43764110714636
广渠金茂府(北区),2013,145850,朝阳,39.900794434729185,116.49135481877816
朗琴园,2002,130943,西城,39.89254809211172,116.3480442780577
纳帕溪谷,2005,45948,昌平,40.17664868151637,116.43211678056709
丽泽景园,2011,86700,丰台,39.87069532045027,116.31352967358386
保利百合花园,2008,108767,丰台,39.88276585369942,116.31140832512206
龙山新新小镇,2008,29172,怀柔,40.292113148493485,116.64204170536328
新起点嘉园,2005,115390,海淀,39.96761538835096,116.31069408241106
北京城建海梓府,2015,79152,大兴,39.76349437821777,116.4906695015046
万城华府海园,2006,179546,海淀,39.97760028315187,116.29733079981408
青年汇佳园,2006,90811,朝阳,39.92869031586396,116.5194385439366
美景东方,2004,77905,朝阳,39.87562963601552,116.47709664423213
百环家园,2005,66264,朝阳,39.896423048360454,116.47143902629975
望京西园四区,2000,75387,朝阳,40.0023156993542,116.47537522138336
润泽御府,2021,178117,朝阳,40.06270011048247,116.4373485118572
金港国际,2005,90991,朝阳,39.90323058724972,116.48686796241692
芍药居北里小区,1990,95446,朝阳,39.99194888164441,116.44254296346864
一瓶,2009,173776,西城,39.872658748282,116.50823936914371
万科星园,2001,92610,朝阳,40.03496277744816,116.41929796093969
御汤山东区,2016,50804,昌平,39.910924547299565,116.4133836971231
润泽庄园,2012,94553,朝阳,40.061823137090634,116.44414679812614
远洋沁山水,2009,103477,石景山,39.908432563404965,116.25716639266581
万泉盛景园,2002,77283,丰台,39.862345499095134,116.33721781022088
天通苑北一区,2004,44847,昌平,40.08068318280086,116.42355610871809
西城晶华,2008,174955,西城,39.92697867159922,116.37239572348327
保利垄上,2010,41132,昌平,40.1706108884614,116.4017031204074
西马金润家园,2005,62327,丰台,39.8442010547269,116.38928701114014
望京金茂府,2014,127676,朝阳,40.025077499268086,116.46773046183235
远洋LAVIE,2015,123744,朝阳,40.03515384881232,116.54897051723823
京投银泰万科西华府,2017,71609,丰台,39.818957895992675,116.31094237405402
九号公寓,2010,73416,朝阳,40.01268970342931,116.25560980887812
龙湖唐宁one,2011,153757,海淀,39.99436151951075,116.34165013943766
天通西苑三区,2002,39671,昌平,40.08336605392773,116.41581621861357
华纺易城,2010,87189,朝阳,39.9373172508755,116.5225430877791
华贸公寓,2005,103016,朝阳,39.91758108123801,116.48693596414404
合顺家园,2015,52540,丰台,39.81561009364535,116.38031401706208
永泰东里,2000,81913,海淀,40.04064393344764,116.36539495915237
华腾园,2001,79514,朝阳,39.893108738921065,116.47187470447209
太阳公元(北区),2012,171330,朝阳,39.9877993747635,116.44895057667131
公园悦府,2018,74482,昌平,40.0961220865391,116.36091798415173
大成郡,2011,92310,丰台,39.89456756149823,116.2750936062368
首邑溪谷,2016,67532,大兴,39.76666310216808,116.31665389031701
天通苑北二区,2004,44440,昌平,40.082314075312674,116.42826870925397
荣丰2008,2007,165247,西城,39.90028007088735,116.34332601819709
农光里小区,1995,68433,朝阳,39.889828868750435,116.47106640917421
宣颐家园,2004,55616,大兴,39.81721176110026,116.45906882044405
国兴观湖国际,2006,107726,朝阳,39.94095606784087,116.50078199612207
润泽悦溪,2010,111751,朝阳,40.05918089692315,116.43678725057455
一栋洋房,2002,69161,大兴,40.12034274195488,116.43764110714636
北京风景,2015,46818,昌平,39.91619946739804,116.48556137705266
钓鱼台7号院,2011,172346,海淀,39.92566240248111,116.3276444785705
季景沁园,2008,92245,朝阳,40.00144347004279,116.4619274082379
富力尚悦居,2015,32167,通州,39.77770478925122,116.5943912692476
角门东里小区,1993,56971,丰台,39.8539880757951,116.390879976301
珠江骏景北区,2004,72521,丰台,39.86131694744885,116.40208085787434
望春园,2008,69803,朝阳,40.05284910373169,116.4254103130148
上地东里,2000,97958,海淀,40.03839500537389,116.3211091263243
林奥嘉园,2014,74955,朝阳,40.04083809591461,116.41431308400372
香江花园(别墅),1997,112275,朝阳,40.037480291010986,116.52962389113092
怡海花园富润园,2001,61265,丰台,39.837845935836064,116.30828249143899
澳洲康都,2007,100775,朝阳,40.01861737710057,116.46522850132597
八家嘉园,2014,86825,海淀,40.02181422489977,116.35013679091263
天鹅湾(北区),2009,125563,朝阳,39.92800408642372,116.52950172158158
颐源居,2003,127876,海淀,39.92127331724234,116.31167925406385
马家堡西里,1985,59287,丰台,39.85883761510765,116.38072103928864
北京壹号庄园(东方普罗旺斯四期),2015,78949,昌平,40.13443205960186,116.45564699509545
合生霄云路8号,2013,146994,朝阳,39.97102780649199,116.4803980966424
鸿坤理想城礼域府,2012,61169,大兴,39.79953778601924,116.3486631207235
太阳园,2002,141114,海淀,39.97647381360622,116.34739597097115
中国院子,2010,107459,通州,39.92552151293479,116.74720255853326
兴隆都市馨园,2004,114618,东城,39.90151207441506,116.42059798867372
永丰嘉园(百旺杏林湾),2018,66111,海淀,40.084916493557024,116.26275187666575
世纪东方嘉园(南区),2004,68779,朝阳,39.88051666865963,116.50059964010354
观承别墅,2021,78698,顺义,40.131049047078434,116.49998699574574
西山壹号院(北区),2011,108670,海淀,40.04909355891476,116.27610330162999
首开华润城,2018,97191,丰台,39.82720311346775,116.32147895870276
上地佳园,2005,128857,海淀,40.03832864808611,116.32456311101016
北辰红橡墅,2015,38797,昌平,40.14965944395065,116.41350874125008
北京城建世华泊郡,2012,92661,朝阳,40.05620057347284,116.43070662057751
金隅丽景园,2010,51998,朝阳,39.931887326060846,116.61872411974912
松榆西里,1998,63638,朝阳,39.88113008384472,116.47203298590294
沿海赛洛城(南区),2007,74371,朝阳,39.90454244792831,116.51103202131314
林肯公园C区,2010,74918,大兴,39.81002003486646,116.49835693056734
珠江罗马嘉园(西区),2004,80274,朝阳,39.9313099858983,116.51808246193875
招商嘉铭珑原,2012,87249,昌平,40.04560843466651,116.40587044949875
彩虹城(四区),2000,69598,丰台,39.84534329140333,116.41939919997067
万城华府玺园,2006,179676,海淀,39.97889978790099,116.29684508602483
中粮瑞府,2016,100405,朝阳,40.055787070309854,116.52597102160517
天时名苑,2010,52779,通州,39.91101240603404,116.64036753338432
今典花园,2014,113886,海淀,39.959313279476234,116.36635964943952
西环里,2000,38202,昌平,40.23382744772882,116.22797568562741
茉藜园,2004,61117,朝阳,40.04557204907456,116.4305310018503
嘉润花园,2001,65555,朝阳,39.99167864040097,116.48535997695733
金隅万科城,2012,48219,昌平,40.215697533554675,116.24286087741942
天伦锦城,2010,49380,丰台,39.82273341515804,116.34071823730162
鸿坤林语墅,2017,73891,大兴,39.794625121800806,116.34803547466369
金海国际,2005,67916,朝阳,39.90065764504782,116.49772775738815
九龙花园,2013,66405,朝阳,39.90004219186226,116.4772281561588
智学苑,2005,78399,海淀,40.0567599377504,116.31795032482903
京贸国际城,2015,59682,通州,39.92485710792502,116.69099001327976
亚运新新家园,2000,109199,朝阳,40.01732208757103,116.4411039678722
金科帕提欧,2009,34028,昌平,40.189040462268146,116.40195275950862
康泽佳苑,2010,39851,房山,39.772571291965136,116.21327814985648
北京印象,2003,105504,海淀,39.93243443916704,116.28382172223283
远洋山水(北区),2008,79428,石景山,39.908185165664406,116.24631881464953
光熙家园,2007,99467,朝阳,39.97054272599452,116.43929519877226
天通苑北三区,2005,45233,昌平,40.08296368870586,116.44012625215514
京洲世家,2010,41797,通州,39.87954922907002,116.6402352129827
南庭新苑北区,2011,55400,丰台,39.81305670021641,116.37540280117791
百旺家苑,2003,99283,海淀,40.035286293337194,116.27535779788728
中海御鑫阁,2013,70907,丰台,39.824401481998166,116.30572537497427
亿城西山华府禧园,2011,101308,海淀,40.03793512938852,116.28601915717134
慧谷阳光,2004,101708,朝阳,40.00915648931875,116.48677337084673
中粮天恒天悦壹号,2020,74532,丰台,39.81229067047068,116.36921356604473
金隅瑞和园,2012,75335,海淀,39.92657841948321,116.24075147642088
远洋新干线,2005,82850,朝阳,39.96329655212714,116.46691605805701
西堤红山,2013,145334,西城,39.89992622726553,116.34024572860336
嘉园二里,1994,65280,丰台,39.8548780562489,116.37424497520611
太平桥东里小区,1994,75462,丰台,39.89110991710682,116.32952606929169
育新花园北里,2015,24170,大兴,39.66995624938157,116.63997209929883
华清嘉园,2002,117933,海淀,39.99719705552086,116.34224697361849
怡海花园恒泰园,2005,69611,丰台,39.84123073421871,116.30669886865543
泛海世家西府,2017,172045,朝阳,39.94800460142947,116.50312756163918
玉林里,1995,71848,丰台,39.87243987716534,116.36866128781719
领秀硅谷,2005,90563,海淀,40.06167597286904,116.3209786025337
润泽公馆,2014,98970,朝阳,40.05917696227042,116.44414805575387
珠江骏景中区,2002,70878,丰台,39.85803215190153,116.40318253975178
荣尊堡国际俱乐部公寓,2006,85807,朝阳,40.01476065261304,116.41989236969565
玫瑰御园,2004,132184,海淀,39.946211508194246,116.29948484659647
丽都水岸,2001,99120,朝阳,39.97552958009789,116.49058892350035
保利春天里,2015,46824,大兴,39.678398555249,116.32841199079822
龙湖时代天街(东区),2015,45554,大兴,39.69217026744603,116.3302952882999
枫丹丽舍,2003,85487,海淀,40.06977546482662,116.36831085883776
格林云墅,2016,37288,大兴,39.71436507938352,116.40767101306294
华润公元九里,2016,68010,大兴,39.77095311743106,116.32612697107248
北京太阳城,2009,36129,昌平,39.86818607897775,116.40484701003122
安宁佳园,2007,98263,海淀,40.05697642007909,116.33419087997447
雍景四季,2010,68005,石景山,39.938331237775195,116.21027906708085
国瑞城(中区),2006,131182,东城,39.905126242351,116.43058445102815
天润福熙大道,2016,103188,朝阳,39.910924547299565,116.4133836971231
育新花园,1999,78302,海淀,39.66468808900924,116.63823199169545
上京新航线,2007,106250,朝阳,40.015484409583294,116.47152274837327
南湖东园一区,1997,74612,朝阳,40.00870878004896,116.47186419429761
天通西苑二区,2002,45116,昌平,40.0772758428414,116.41863515520221
宋家庄家园,1991,60236,丰台,39.853638768789594,116.43295732503277
长岛澜桥,2004,91827,朝阳,39.910924547299565,116.4133836971231
加州水郡西区,2005,32250,房山,39.774246200518995,116.16881678813176
保利罗兰香谷,2013,60103,昌平,40.12615019762974,116.26993724277895
公园1872,2013,95656,朝阳,39.93189272044746,116.50400727222511
NAGA上院,2008,78219,东城,39.9478838787126,116.43450474610425
威尼斯花园,2006,38233,昌平,40.11547660261615,116.4260690285517
万科公园五号,2010,97183,朝阳,39.93090809947354,116.4842960239113
九章别墅,2014,88508,朝阳,40.0281226610985,116.56180020636228
新景家园(东区),2010,127337,东城,39.90143416673244,116.43208929241847
芳城园(一区),1992,67439,丰台,39.87454251975885,116.44011610130288
君山别墅,2010,27999,密云,40.45292049938661,116.83455369649295
上元君庭,2008,81739,朝阳,40.03160233298801,116.4190821879562
远见名苑(一期),2005,114931,西城,39.891385195415424,116.34472396123171
凯旋城,2006,100588,朝阳,40.00387414654514,116.4261095421302
北街家园(六区),2008,56440,昌平,30.30802876045912,114.08471952869824
万国城MOMA,2007,124236,东城,39.953726100267566,116.4456330445924
新世界丽樽,2015,48620,顺义,40.14128575625407,116.49973969223885
怡海花园富泽园,1999,64715,丰台,39.83945566819112,116.30772284710626
清友园,2002,59297,朝阳,40.04536402253442,116.4345277427253
龙湖西宸原著,2015,131367,丰台,39.87873009915982,116.31588404249496
北街家园一区,2008,50763,昌平,39.940556313008294,116.10288547556584
泛海国际樱海园,2008,125863,朝阳,39.945591973202276,116.50305470906231
富卓苑,2004,63008,丰台,39.84415618198873,116.3823957502509
北分厂家属区,1990,67717,海淀,40.07349150818456,116.17209470493768
碧波园,2009,28013,房山,39.868243396127646,116.46357561918761
金泉家园,2004,94395,朝阳,40.01088153430118,116.41903484725582
石榴园北里小区,2001,55581,丰台,39.853635653059975,116.42787695822108
泛海国际香海园,2008,124365,朝阳,39.94313721763806,116.50619868851669
首创澜茵山,2013,18775,密云,40.4187148365399,116.85355088175687
新康家园,2004,63964,大兴,39.80607572216842,116.49546591394459
乐府江南,2005,110142,海淀,39.93383294286212,116.26856508111246
吉晟别墅,2003,58917,昌平,40.073762665133344,116.34492581047981
金泰城丽湾,2007,94957,丰台,39.87603004979364,116.34892264118534
汤泉逸墅,2003,125064,海淀,39.943530042577606,116.2780199262661
芳古园一区,1992,70176,丰台,39.874733074373154,116.43110403093513
紫金庄园,1999,105312,海淀,39.97258096010411,116.31527121847606
石榴园南里小区,2001,54298,丰台,39.85055405743201,116.42400103943717
首城国际(公寓住宅),2009,109080,朝阳,39.89709658829011,116.47477748889703
东区国际公寓,2005,71200,朝阳,39.91951714720663,116.49405494548006
沿海赛洛城(北区),2007,67556,朝阳,39.905916826781265,116.50971591391045
大方居,2010,36203,通州,39.88197769922303,116.63632686536988
北京尊府,2010,179685,西城,39.908449651526595,116.36821402150376
泛海国际碧海园,2008,118934,朝阳,39.945591973202276,116.50305470906231
燕西台,2009,89692,海淀,39.95054076597456,116.23121650241576
中海雅园,2002,99157,海淀,39.94172514498516,116.30798560146793
莲花小区,1998,88102,海淀,39.90236081955604,116.31153489636841
富力十号,2012,170798,朝阳,39.90388454891536,116.46113815701683
左安浦园,2004,99621,东城,39.87960819773751,116.4445752898544
新里西斯莱公馆,2013,58215,大兴,39.77088705311424,116.34436868140251
同泽园西里,2012,48132,海淀,40.11098427186196,116.1419013991196
炫特区,2004,75229,朝阳,39.93669874116624,116.51106004844505
八仙别墅,2004,65813,昌平,40.12129485440571,116.45677634478258
臻园,2015,122418,朝阳,40.025176329500354,116.47107530239875
天恒别墅山,2008,58080,怀柔,40.363245141904265,116.63048931684385
苹果社区(南区),2004,96517,朝阳,39.904424069471716,116.4776739851834
珠江帝景(B区),2004,109033,朝阳,39.896008500383545,116.48694009634937
富力又一城(C区公寓住宅),2009,61251,朝阳,39.853054947808104,116.56444194320603
中国铁建国际城,2011,100763,朝阳,40.052313336787996,116.4463115347441
天通东苑一区,2015,44196,昌平,40.07008321616326,116.43621332318422
梵谷水郡,2008,68103,朝阳,39.96659409713264,116.51334839190116
拂林园,2003,72756,朝阳,40.0347209509003,116.42285255584267
华城滨河世家,2008,125769,东城,40.150777791822,117.10603725212415
天阅西山,2017,96590,海淀,40.08439607313233,116.25262599729616
万寿路甲十五号院(五区),1998,136250,海淀,39.924252940534124,116.30016270793429
金科王府,2011,38985,昌平,40.180977606263504,116.43059999171348
红庙北里,1989,67258,朝阳,39.92488927009111,116.4864454893356
建邦华府,2008,69383,丰台,39.85744234518285,116.42235714035391
西湖新村,2003,35917,昌平,40.12519412160246,116.42330143910601
广安康馨家园(南区),2014,54146,丰台,39.881679197518785,116.23557768583616
西山燕庐,2017,61992,门头沟,39.906584184410065,116.13397187672192
椿树园奥运社区,1999,143777,西城,39.90010183467449,116.38465274284472
兴隆家园(北区),2002,66378,朝阳,39.92113622292859,116.53043568982031
凤凰城(一期二期四期),2002,123069,朝阳,39.96729804664876,116.45919700864032
国融国际,2008,39912,大兴,39.80769625127198,116.50815591656183
蓝堡国际公寓,2005,104731,朝阳,39.91762721986258,116.48328462173762
东王庄小区,1998,102545,海淀,40.00443705233764,116.35037897407811
左安漪园,2005,107913,东城,39.87975554997069,116.44729715554963
天通东苑二区,2002,45000,昌平,40.071300335155875,116.44599955324048
珠江峰景,2007,61449,丰台,39.885653114700155,116.27428647873606
温泉凯盛家园,2014,64641,海淀,40.055980084788814,116.17806403488203
清上园,2003,83972,海淀,40.04473517505695,116.33705656438184
倚林佳园,2002,104111,朝阳,40.02077689766063,116.3790153367863
日新家园,2001,45199,丰台,39.84566909714131,116.43167077188137
万年花城(一期),2005,80033,丰台,39.84962981467208,116.32811797540481
慧时欣园,2000,66773,丰台,39.853357729404465,116.41915998121335
望京花园西区,1998,90281,朝阳,40.013240033218715,116.47689650176453
融泽嘉园1号院,2014,70097,昌平,40.07294891496274,116.31400451787644
西山美墅馆(别墅),2004,100806,海淀,39.96099507432439,116.23845127533203
碧海方舟(别墅),2003,164291,朝阳,40.002691462643156,116.44741312679098
中海安德鲁斯庄园(东区),2006,61533,朝阳,39.89048641938161,116.53133516312744
后现代城(A区),2008,80844,朝阳,39.905751404651255,116.4941171980519
首开铂郡(南区),2011,93471,朝阳,39.942985490059534,116.45773554141054
鹏润家园,2003,75222,丰台,39.875702866576596,116.35350588572781
领秀翡翠山,2018,46302,丰台,39.80563609617116,116.1735610090216
三丰里,1992,87561,朝阳,39.9252434679064,116.44516664437162
育新花园中里,2005,23181,大兴,39.66552916117266,116.64357753829367
上林溪,2012,109118,海淀,40.0519011905798,116.33234081977666
首开国风美仑,2014,36446,通州,39.774732888162006,116.59224539704535
世纪金色嘉园,2004,83086,丰台,39.87518471367242,116.3783801449602
天通西苑一区,2001,42598,昌平,40.07400297180732,116.41711525821154
阳光100国际公寓,2001,82229,朝阳,39.91839898228491,116.48141668526017
怡海花园恒丰园,2005,68916,丰台,39.8426910846983,116.3094309750335
浅山香邑,2012,19874,顺义,40.1536985203656,116.94440226713621
阳春光华家园,2001,142337,海淀,41.217130512149794,123.20979789740245
利泽西园,2004,89398,朝阳,40.01848807719558,116.47158697721724
金都杭城(东区),2009,90303,朝阳,39.90623410958942,116.50714298726878
彩虹新城,2007,53298,大兴,39.754378121596766,116.34198098535698
光大花园,2000,155040,海淀,39.969499085961864,116.30710795698468
风林绿洲,2002,102395,朝阳,40.006759438318355,116.39001365046715
西山庭院,2015,106752,海淀,40.02422289835444,116.28101272090314
长馨园小区,2016,33719,丰台,39.84203217190071,116.20868709005607
清芷园(一期),2000,123325,西城,39.87990857724562,116.37865116373256
世纪星城,2005,52539,通州,39.71446720644374,116.06967790560901
慧忠北里,1999,76582,朝阳,40.01368197927035,116.40793718098554
裕京花园别墅,1994,101781,顺义,40.071147601211,116.54872734593668
誉天下(别墅),2013,46237,顺义,40.065290929204735,116.56428626686115
裘马都,2008,113083,朝阳,39.9717290143767,116.46443700434112
美林花园,2001,105679,海淀,39.95219284148357,116.31344056167727
北京城建福润四季A区,2014,55337,朝阳,39.96342374533135,116.58409740674766
安华西里(一区),1988,93674,朝阳,39.97351279372588,116.4035790518039
美域家园南区,2006,69494,丰台,39.88033941880989,116.25608213791526
棕榈滩别墅,2014,102298,顺义,40.059794147718215,116.57515926692338
华远九都汇,2011,96509,朝阳,39.962513963039335,116.47247710814707
北京壹号院,2017,178002,朝阳,39.94827667618096,116.4753564467982
紫辰院,2019,105073,丰台,39.887670020692454,116.2885848075384
福苑小区,1999,34662,大兴,39.76055111721712,116.35777903520822
京润水上花园(别墅),2001,147698,朝阳,39.96759589583005,116.4762472065419
三环新城7号院,2003,62415,丰台,39.85749607118538,116.31638341052798
麦卡伦地,2006,43841,昌平,40.146287122924804,116.41941051862008
K2十里春风(别墅),2021,24465,通州,39.817592497967084,116.4626429085766
中粮祥云国际生活区(北区),2017,63724,顺义,40.099380740972045,116.54232422426155
上国阙,2010,174377,西城,39.90754113863125,116.38384148313865
北亚花园,1998,37048,昌平,40.135786058283564,116.42773897849476
香山清琴麓苑,2008,112893,海淀,39.97674093627548,116.23071255302467
御墅临枫,2006,98357,海淀,39.97739840603632,116.25258494473437
首开畅心园,2010,50698,朝阳,39.93286951231318,116.6159859048936
玉桃园(一区),2000,143646,西城,39.94788138958218,116.36447159091865
天鹅湾(南区),2010,98202,朝阳,39.92612974975738,116.52936643677178
新安里,2009,33350,大兴,39.74396076771149,116.3601758041394
万科四季花城,2010,45763,顺义,40.13199800673532,116.6431828228526
新世界家园,2004,146336,东城,39.90090728427936,116.42338462219624
安慧北里逸园,1993,84121,朝阳,40.00659806142264,116.4203699987353
